dataset,run,topic,turn,agent_id,agent_name,stance,confidence,speaker_this_turn,stance_changed
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,63,agent_3,동네 통장,-70.0,75,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,64,agent_3,동네 통장,-70.0,75,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,65,agent_3,동네 통장,-70.0,75,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,66,agent_3,동네 통장,-60.0,80,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,67,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,68,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,69,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,70,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,71,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,72,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,73,agent_3,동네 통장,-60.0,80,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,74,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,75,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,76,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,77,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,78,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,79,agent_3,동네 통장,-60.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,80,agent_3,동네 통장,-60.0,68,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,81,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,82,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,83,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,84,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,85,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,86,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,87,agent_3,동네 통장,-60.0,68,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,88,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,89,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,90,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,91,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,92,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,93,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,94,agent_3,동네 통장,-60.0,68,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,95,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,96,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,97,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,98,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,99,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,100,agent_3,동네 통장,-60.0,68,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,0,agent_4,회사 부장,-25.0,,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,1,agent_4,회사 부장,-25.0,,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,2,agent_4,회사 부장,-25.0,,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,3,agent_4,회사 부장,-25.0,,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,4,agent_4,회사 부장,35.0,78,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,5,agent_4,회사 부장,35.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,6,agent_4,회사 부장,35.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,7,agent_4,회사 부장,48.0,82,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,8,agent_4,회사 부장,48.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,9,agent_4,회사 부장,48.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,10,agent_4,회사 부장,48.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,11,agent_4,회사 부장,52.0,74,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,12,agent_4,회사 부장,52.0,74,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,13,agent_4,회사 부장,52.0,74,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,14,agent_4,회사 부장,58.0,82,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,15,agent_4,회사 부장,58.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,16,agent_4,회사 부장,58.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,17,agent_4,회사 부장,58.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,18,agent_4,회사 부장,61.0,82,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,19,agent_4,회사 부장,61.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,20,agent_4,회사 부장,61.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,21,agent_4,회사 부장,64.0,78,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,22,agent_4,회사 부장,64.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,23,agent_4,회사 부장,64.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,24,agent_4,회사 부장,64.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,25,agent_4,회사 부장,66.0,78,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,26,agent_4,회사 부장,66.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,27,agent_4,회사 부장,66.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,28,agent_4,회사 부장,68.0,82,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,29,agent_4,회사 부장,68.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,30,agent_4,회사 부장,68.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,31,agent_4,회사 부장,68.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,32,agent_4,회사 부장,68.0,82,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,33,agent_4,회사 부장,68.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,34,agent_4,회사 부장,68.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,35,agent_4,회사 부장,68.0,80,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,36,agent_4,회사 부장,68.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,37,agent_4,회사 부장,68.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,38,agent_4,회사 부장,68.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,39,agent_4,회사 부장,70.0,78,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,40,agent_4,회사 부장,70.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,41,agent_4,회사 부장,70.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,42,agent_4,회사 부장,72.0,78,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,43,agent_4,회사 부장,72.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,44,agent_4,회사 부장,72.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,45,agent_4,회사 부장,72.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,46,agent_4,회사 부장,75.0,76,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,47,agent_4,회사 부장,75.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,48,agent_4,회사 부장,75.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,49,agent_4,회사 부장,78.0,84,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,50,agent_4,회사 부장,78.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,51,agent_4,회사 부장,78.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,52,agent_4,회사 부장,78.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,53,agent_4,회사 부장,80.0,76,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,54,agent_4,회사 부장,80.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,55,agent_4,회사 부장,80.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,56,agent_4,회사 부장,80.0,78,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,57,agent_4,회사 부장,80.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,58,agent_4,회사 부장,80.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,59,agent_4,회사 부장,80.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,60,agent_4,회사 부장,82.0,79,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,61,agent_4,회사 부장,82.0,79,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,62,agent_4,회사 부장,82.0,79,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,63,agent_4,회사 부장,82.0,78,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,64,agent_4,회사 부장,82.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,65,agent_4,회사 부장,82.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,66,agent_4,회사 부장,82.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,67,agent_4,회사 부장,82.0,80,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,68,agent_4,회사 부장,82.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,69,agent_4,회사 부장,82.0,80,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,70,agent_4,회사 부장,82.0,88,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,71,agent_4,회사 부장,82.0,88,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,72,agent_4,회사 부장,82.0,88,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,73,agent_4,회사 부장,82.0,88,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,74,agent_4,회사 부장,82.0,84,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,75,agent_4,회사 부장,82.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,76,agent_4,회사 부장,82.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,77,agent_4,회사 부장,78.0,76,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,78,agent_4,회사 부장,78.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,79,agent_4,회사 부장,78.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,80,agent_4,회사 부장,78.0,76,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,81,agent_4,회사 부장,78.0,84,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,82,agent_4,회사 부장,78.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,83,agent_4,회사 부장,78.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,84,agent_4,회사 부장,78.0,82,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,85,agent_4,회사 부장,78.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,86,agent_4,회사 부장,78.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,87,agent_4,회사 부장,78.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,88,agent_4,회사 부장,76.0,72,True,True
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,89,agent_4,회사 부장,76.0,72,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,90,agent_4,회사 부장,76.0,72,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,91,agent_4,회사 부장,76.0,78,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,92,agent_4,회사 부장,76.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,93,agent_4,회사 부장,76.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,94,agent_4,회사 부장,76.0,78,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,95,agent_4,회사 부장,76.0,82,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,96,agent_4,회사 부장,76.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,97,agent_4,회사 부장,76.0,82,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,98,agent_4,회사 부장,76.0,84,True,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,99,agent_4,회사 부장,76.0,84,False,False
kkondae-avengers,run-01,대한민국 꼰대 어벤져스 「요즘 젊은이들은 왜 우리 말을 안 듣는가?」,100,agent_4,회사 부장,76.0,84,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,0,agent_1,고유정,71.0,,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,1,agent_1,고유정,71.0,65,True,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,2,agent_1,고유정,71.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,3,agent_1,고유정,71.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,4,agent_1,고유정,71.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,5,agent_1,고유정,73.0,65,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,6,agent_1,고유정,73.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,7,agent_1,고유정,73.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,8,agent_1,고유정,75.0,75,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,9,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,10,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,11,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,12,agent_1,고유정,78.0,65,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,13,agent_1,고유정,78.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,14,agent_1,고유정,78.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,15,agent_1,고유정,76.0,65,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,16,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,17,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,18,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,19,agent_1,고유정,78.0,72,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,20,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,21,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,22,agent_1,고유정,76.0,72,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,23,agent_1,고유정,76.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,24,agent_1,고유정,76.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,25,agent_1,고유정,76.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,26,agent_1,고유정,78.0,72,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,27,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,28,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,29,agent_1,고유정,76.0,65,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,30,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,31,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,32,agent_1,고유정,76.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,33,agent_1,고유정,78.0,72,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,34,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,35,agent_1,고유정,78.0,72,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,36,agent_1,고유정,75.0,75,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,37,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,38,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,39,agent_1,고유정,75.0,75,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,40,agent_1,고유정,78.0,65,True,True
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,41,agent_1,고유정,78.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,42,agent_1,고유정,78.0,65,False,False
playground-deception,run-01,사람을 속이는 가장 좋은 방법은 무엇인가?,43,agent_1,고유정,78.0,82,True,False
